StudentID,OrderedCourseSequence
STNR010552,"['62202', '11115', 'DE11-20']"
STNR010553,['DE11-20']
STNR010554,"['PRA62-30', '42421', '11023', '62255', '42415', '11020', '62999', 'PRA62-30', '11023', '11352', '11066', '11352', 'DE11-20']"
STNR010555,"['PRA62-30', '62999', 'DE11-20']"
STNR010556,"['1037', '62202', '11124', 'DE11-20']"
STNR010557,"['31241', 'DE11-20', '31240']"
STNR010558,"['11561', '42922', '11010', 'DE11-20']"
STNR010559,"['PRA11-30', '62999', '11117', '2692', '62096', '11124', '11526', 'DE11-20']"
STNR010560,"['62330', '11946', '11124', '11034', 'DE11-20', '11034', 'DE11-20', '30532']"
STNR010561,"['11946', '11115', '11124', 'PRA11-30', '62691', '11127', 'DE11-20', 'S01-05-1']"
STNR010562,"['62330', '11353', '11020', 'DE11-20']"
STNR010563,"['62330', '62251', '11760', '11767', '41236', '62250', '62369', '11760', '11222', '62369', '62990', 'PRA62-30', '11767', '62130', '41236', '41236', '11412', 'DE11-20', '11412', '11412']"
STNR010564,"['S62-10-1', '62202', 'DE11-20']"
STNR010565,"['11352', '62990', '62377', 'DE11-20', '42430']"
STNR010566,"['1035', '62990', '1035', '11115', '11124', 'DE11-20']"
STNR010567,['DE11-20']
STNR010568,"['DE11-20', '11451']"
STNR010569,['DE11-20']
STNR010570,"['PRA11-30', 'DE11-20']"
STNR010571,"['11767', '11142', '11763', '62999', '2633', '11117', '11222', 'PRA11-30', 'DE11-20']"
STNR010572,"['62250', 'PRA62-30', '62378', '62369', '62999', '11767', 'DE11-20', '11221']"
STNR010573,"['62250', '62337', 'PRA62-30', '62378', '62369', '62999', '11767', '62337', '62369', '62371', '11767', 'DE11-20']"
STNR010574,"['41534', '62799', '62770', '41786', '41784', '62657', '62999', '62694', 'PRA62-30', '62635', '62618', '62629', '62657', '62629', '62770', '62132-1', '62770', '1035', '42101', 'DE11-20', '1035', '62770', '42101']"
STNR010575,"['62250', '62337', 'PRA62-30', '62378', '62369', '62999', '11767', '41236', '62337', '62369', '62337', '62371', '11767', '62371', 'S62-05-1', 'DE11-20', '62371']"
STNR010576,"['11946', 'PRA11-30', '62378', '62999', '62257', '41051', '62273', 'DE11-20', '11526']"
STNR010577,"['62250', 'PRA62-30', '62378', '62369', '62999', 'DE11-20', '11221']"
STNR010578,"['62250', '62259', 'PRA62-30', '62378', '62999', '11352', '62259', '1037', '11995', 'DE11-20', 'S62-05-1']"
STNR010579,"['62250', '41236', '62259', 'PRA62-30', '62362', '62999', '11562', '11767', '62259', '11562', 'DE11-20', '11305', '11352', '1035', '11562', '11305', '1037', '1035', '31241', '2405', '11020', '11320', '2633', '11020', '11050', '42196', '11311', '11351', '11023', '41111', '11331', '11351', '42429']"
STNR010580,"['62338', '11767', '62999', '62377', '42429', 'PRA11-30', '11020', '2633', 'DE11-20', '11066', '11966', 'DE11-20']"
STNR010581,"['PRA11-30', '11343', 'DE11-20', '11526', '41237', '11352', '2450', '11353', '11376', '11351', '11023']"
STNR010582,"['62338', '41236', '62337', '62335', '62330', '11767', '62259', '62255', '62257', '62250', '62337', 'PRA62-30', '62362', '1035', '11562', '62999', '1037', '62074', '11124', 'DE11-20', '11050', '42490', '11080', '41628', '11020', '11900', '11352', '42433', '42282']"
STNR010583,"['62336', '62338', '41236', '62337', '62330', '11763', '11760', '11767', '62337', '62250', 'PRA62-30', '62369', '11412', '41236', '62990', '62267', '62281', '11124', 'DE11-20', '42429', 'S62-05-1']"
STNR010584,"['62338', '41236', '62337', '62335', '62330', '11767', '62259', '62255', '62257', '62250', '62255', 'PRA62-30', '62378', '62265', '62365', '62362', '62273', '62999', 'DE11-20']"
STNR010585,"['62338', '41236', '62335', '62330', '11767', '62259', '62255', '62257', '62335', '62250', 'PRA62-30', '62365', '62362', '11412', '62999', '62259', '42429', '62282', 'DE11-20']"
STNR010586,"['62336', '62338', '41236', '62337', '62330', '62336', '62251', '11763', '11760', '11767', '62337', '62250', '62338', '11767', '11116', '62999', '11142', '42429', 'PRA62-30', '11116', '11412', '62369', '11767', 'DE11-20', 'S62-05-1']"
STNR010587,"['62330', '62251', '11760', '11767', '11763', '62250', 'PRA62-30', '62371', '11221', '62999', '42430', '11066', 'DE11-20']"
STNR010588,"['11142', '11142', '62999', '2633', '62378', '11311', '42415', '11311', 'PRA11-30', '11767', '11203', 'DE11-20']"
STNR010589,"['62250', '62259', '62259', '62367', 'PRA62-30', '62362', '62999', '11352', '62363', 'DE11-20']"
STNR010590,"['62330', '62251', '11760', '11767', '11763', '62250', 'PRA62-30', '11522', '62371', '11221', '62999', '11066', 'DE11-20']"
STNR010591,"['62250', '11765', '62259', '11765', 'PRA62-30', '62362', '62999', '11031', '11352', '62363', 'DE11-20']"
STNR010592,"['62317', '1901', '62318', '62328', '11767', '62327', '62267', '62261', '62268', '1920', '62269', '62271', '62277', '62270', '1920', '11764', '62279', '62281', '1920', '62999', '42430', 'PRA62-30', '11115', 'DE11-20', '62369']"
STNR010593,"['62317', '1901', '62318', '62328', '11767', '62327', '62267', '62261', '62268', '1920', '62269', '62271', '62277', '62270', '11764', '62279', '11764', '11221', '62074', '41102', '41102', 'PRA62-30', '62990', '62270', '62281', '41102', 'DE11-20']"
STNR010594,"['62317', '62318', '62328', '11767', '62327', '62261', '1920', '41236', '62263', '62269', '62271', '62270', '11764', '62279', '62270', '11764', 'PRA62-30', '41236', '62273', '11116', '11142', '11020', '62999', '42430', 'DE11-20']"
STNR010595,"['11765', 'PRA62-30', '11116', '41236', '62999', '62378', '11222', 'DE11-20', 'DE11-20']"
STNR010596,"['PRA62-30', '62365', '62362', '62999', '11352', '62363', 'DE11-20']"
STNR010597,"['30510', 'DE11-20']"
STNR010598,"['11462', 'PRA62-30', '62999', '12500', 'DE11-20']"
STNR010599,"['11112', '11142', '11955', '11035', '1237', '11968', '11957', '11127', '42415', '11956', '42415', 'PRA11-30', '11946', '11117', '11222', '62990', '42372', 'DE11-20']"
STNR010600,"['11955', '11035', '62257', '2631', '1237', '11946', '11968', '11957', '11311', '11956', 'PRA11-30', '62273', '11305', 'DE11-20', '11320', '11961', '11352', '11365', '11353', '11376', '11351', '31241', '11023', '11900', '11347', '11050', '11080']"
STNR010601,"['11921', '30532', '11955', '11035', '1237', '11946', '11968', '11957', '11956', '11522', 'PRA11-30', '62270', '11946', '62999', '11946', '62281', '41051', '11142', 'DE11-20', '11994', '62074']"
STNR010602,"['PRA11-30', '62999', '2631', '31240', '11353', '11900', 'DE11-20', 'DE11-20']"
STNR010603,"['62328', '11767', '62327', '62261', '1920', '41236', '62269', '62263', '62271', '62270', '62273', '11764', '62279', '11764', 'PRA62-30', '11764', '62202', '11124', '62999', '42430', '62130', 'DE11-20', '1037', '42490', '11020', '11034', '11900', '42433', '11222', '11080', '42611']"
STNR010604,"['62328', '11767', '62327', '62265', '1920', '41236', '62269', '62263', '62276', '11412', '62270', '62273', '62279', 'PRA62-30', '62074', '62259', '62999', '62297', '62362', 'DE11-20']"
STNR010605,"['62259', '62377', '2633', '62378', '62999', '1920', '41073', '42430', '11066', 'PRA11-30', 'DE11-20']"
STNR010606,"['62326', '62336', '62338', '41236', '62337', '62330', '62251', '62338', '11763', '11760', '11767', '62337', '62250', '62337', '11221', '62999', '11142', '42430', 'PRA62-30', '11116', '11412', 'DE11-20', '62261', '11311', 'S62-05-1']"
STNR010607,"['11821', '11832', '11823', '11834', '11836', '11825', '11837', '11833', '11834', '11829', '11831', '11835', '62261', '62267', '41236', '1920', '62269', 'PRA62-30', '62271', '62270', '11764', '62279', '62118', '62281', '62279', '62999', 'DE11-20', '11853']"
STNR010608,"['62733', '2318', '1902', '62734', '62732', '62736', '30081', '10916', '62737', '30082', '31036', '62711', '62737', '31035', '31200', '62739', '31300', '31236', '31200', '62737', '31036', '31200', '31240', '62990', '62743']"
STNR010609,"['PRA62-30', '62770', '31200', 'DE62-20']"
STNR010610,"['41000', '41713', '41501', '1005', '10022', '2403', '41312', '41603', '42406', '42421', '1035', '2633', '41659', '26027', '41801', '42101', '26027', '42611', '41564', 'S46-05-1', '41502', '31200', '11203', '42430', '41061', '42107', '41502', 'B46-20']"
STNR010611,"['62738', '31035', '31631', '62739', '62737', '31301', '31036', '62711', '62711', '31200', '62999', '31354', '31351', '31445', '31352', '31353', 'PRA62-30', 'DE62-20']"
STNR010612,"['22000', '31200', '1418', '2633', '22003', '31200', '2450', '1418', '31290']"
STNR010613,"['30010', '31001', '2138', '31003', '2138', '2139', '31300', '42610', '42610', '31300', '1037', '1037', '1017', '1037', '1037', '11203', '31400', '31200', '31265', '31012', '31200', '1017', '22050', '30020', '31015', '31003', '22051', '2138', '2101', '31012', '1418', '1418', '2101', '31003', '2139', 'B31-15']"
STNR010614,"['22000', '22004', '31200', '22002', '22003', '28864', '31240', '10420']"
STNR010615,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '1035', '31400', '31200', '42611', '10024', '31015', '31003', '22000', '26028', '31200', '1418', '31300', '22050', '2450', '2631', '31250']"
STNR010616,"['31003', '10024', '1035', '30021', '31400', '42415', '42554', '42610', '11993', '31605', '31351', '31342', '42340', '10024', '31606', 'B31-15', '31200']"
STNR010617,"['31015', '31606', '31631', '42610', '2156', '31200', '31343', '31631', '31405', '2402', '26027', 'B31-15', 'B31-15', '31250', 'B31-15']"
STNR010618,"['22000', '42490', '31200', '2633', '42429', '31220', '31270', '28864', '22002', 'E22-30', '31250']"
STNR010619,"['31001', '2138', '31012', '31011', '31003', '2139', '2102', '1005', '30010', '2155', '31001', '1017', '31003', '31001', '30020', '1005', '10024', '2633', '1037', '26028', '31631', '31400', '31200', '42430', '22050', '31405', '31300', '31015', '42611', '22051', 'B31-20']"
STNR010620,"['30032', '2318', '62733', '62734', '30081', '62732', '62736', '30082', '2323', '31035', '62743', '62739', '62711', '31301', '31036', '62737', '22000', '31200', '62999']"
STNR010621,"['41129', '46300', '41319', '46200', '46400', '31200', 'E46-45']"
STNR010622,"['10033', '30100', '30120-1', '10033', '1005', '10034', '2633', '1037', '2318', '1901', '30032', '1920', '62733', '62734', '62732', '62735', '30081', '1901', '30082', '31035', '31200', '62743', '62739', '62767', '62737', '62711', '31301', '62768', '62767', '62990']"
STNR010623,"['30010', '1005', '2139', '2102', '1035', '31400', '31200', '31070', '31605', '31351', '31003', '31300', '31015', '10024', '10024', '2393', '31606', '1035', '31385', '31605', '1035', '26027', '26027', '2393', '22051', '2402', '1035', '31342', '42611', '22050', '31405', '31373']"
STNR010624,"['10112', '42490', '2450', '10851', '10521', '10304', '47319']"
STNR010625,"['10112', '34042', '34451', '10122', '10851', '23256', '47325', '10384', '10401', '42490']"
STNR010626,"['10380', '10112', '10325', '10303', '10306', '42634', '10386', '25303', '10856', '2450', '10350', 'E22-35']"
STNR010627,"['10112', '10122', '2633', '10315', '10384', '42490', '10603', '10315', '2633', '10112', '47333', '10122', '10385', '10850', '10315', '10104', '2450', '10386', '10850', '2450']"
STNR010628,"['34032', '10112', '10380', '10386', '34051', '34053', '10384', '10380', '42490', '34053', '10384', '34051', '10321', '10122', '10350', '10321', '10380', '10122', '34032', '34032']"
STNR010629,"['10112', '47318-1', '28870', '47302', '42002', '47319', '47305', '10302', '2633', '47301', '42004', '47316-1', '47310', '42003', '42006', 'E47-30']"
STNR010630,"['2633', '10347', '1035', '34029', '10036', '27008', '10102', '10036', '2102', '34020', '2403', '10102', '42421', '10303', '33255', '33477', '42610', '27022', '34020', '36611', 'B10-20', '10112', '42490', '10122', '10316', '10220', '47319', '10302', '10200', '22511', '10605', '22652', '42071', 'E22-35']"
STNR010631,"['10033', '33472', '10031', '10034', '1005', '2633', '1037', '33255', '34029', '10036', '26000', '34031', '10102', '10209', '10036', '10350', '22602', '34020', '10303', '10350', '42611', '10112', 'B34-15', '2323', '2450', '10112', '42429']"
STNR010632,"['26008', '28001', '26000', '26006', '26201', '26003', '26003', '26400', '26400', '26201', '26003', '26003', '26010', '26010', '41650', '26201', '28221', '2633', '1005', '47202', '1034', '27016', '2580', '27008', '10018', '41684', '42610', '42611', '41661', '2601', '47203', '41684', '27008', '10018', '10240', '22400']"
STNR010633,"['26008', '26000', '28001', '26006', '26006', '1015', '26201', '26301', '26400', '2633', '26004', '27002', '26411', '26222', '26010', '26245', '26428', '26201', '28020']"
STNR010634,"['26008', '26000', '28001', '26006', '1015', '26201', '26301', '26400', '2633', '26004', '1035', '26222', '26010', '28121', '28160', '28020', '28221', '10020', '2403']"
STNR010635,"['26008', '26000', '28001', '26006', '1015', '26201', '26301', '26400', '2633', '26004', '1035', '26010', '28160', '28020', '10020']"
STNR010636,"['26008', '26000', '28001', '26006', '1015', '26201', '26301', '26400', '2633', '26004', '26411', '26222', '26010', '26407', '28160', '28020', '10020']"
STNR010637,"['26008', '26000', '28001', '1015', '26201', '26301', '26400', '1037', '26222', '26010', '2402', '27008', '26400', '28020', '10020', '2633', '10020', '42611']"
STNR010638,"['26008', '26008', '26000', '26000', '28001', '28001', '26006', '26006', '1015', '1015', '26201', '26301', '26400', '2633', '26201', '26400', '26004', '1035', '26222', '26010', '26222', '27008', '28121', '28020', '10020', '42340', '10020']"
STNR010639,"['26008', '26000', '28001', '26006', '26006', '1015', '26201', '26301', '26400', '26201', '26004', '26222', '26010']"
STNR010640,"['26008', '26000', '28001', '26006', '26006', '1015', '26201', '26301', '26400', '26004', '26411', '26010', '26428', '26201', '28020', '10020', '2633', '10020']"
STNR010641,"['26008', '26000', '28001', '26006', '26006', '1015', '26201', '26301', '26400', '2633', '26400', '26004', '1035', '26222', '26010', '27008', '28121', '28020', '10020', '2403']"
STNR010642,"['28001', '26006', '26000', '1015', '26201', '2633', '26201', '26000', '26008', '26222', '26010', '26006', '1035', '26400', '41650', '2403', '26004']"
STNR010643,"['26008', '26000', '28001', '26006', '1015', '26201', '26301', '26400', '26004', '1015', '27002', '26411', '26222', '26010']"
STNR010644,"['26008', '26000', '28001', '26006', '1015', '26201', '26301', '26400', '26004', '26411', '26222', '26010', '26407', '26222', '26428', '28020', '26426', '10020', '27022', '2632']"
STNR010645,"['26008', '28001', '26000', '26006', '26301', '26201', '1015', '26003', '26400', '26003', '1015', '2631', '26010', '2402', '28020', '1015', '1015', '2402', '1017', '2809', '42611', '2450', '10020', '2105', '2180', '2462', '2465', '2466', '2464', '2102', '1037']"
STNR010646,"['26011', '2633', '1035', '26010', '26222', '28020', '26428', '28221', '10020', '27002', '28140', '28150', '28125', '25105', '28160', '12205', '42611', '2402', '28140', 'B28-20']"
STNR010647,"['26201', '26400', '26011', '1015', '28001', '26000', '26122', '26222', '26010', '26171', '26471', '26407', '1015', '28022', '28022', '1015', '62990', '2323', '2508', '41683', '28022', '28344', '28352', '28016', '28157', '10916', '28022', '28344', '28344', '10916', '28322', '28342', '47302', '28022', '2323', '10916', 'DE22-20', '28022']"
STNR010648,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '1035', '26222', '26010', '28121', '28020', '28160', '10020', '28221', '2633', '2402', '27002', '26411', '28150', '28140', '42611', '27034', 'B28-20', '27022']"
STNR010649,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '2632', '1035', '26222', '26010', '28121', '28020', '28160', '10020', '42613', '2402', '28150', '28140', '42430', 'B28-20', '26610']"
STNR010650,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '26400', '1015', '26222', '26010', '2402', '28020', '28160', '10020', '28160', '1037', '27002', '26411', '26006', '28160', '28221', '27022']"
STNR010651,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '27002', '26411', '26222', '26010', '28020']"
STNR010652,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '1037', '26222', '26010', '28020', '28160', '10020', '28221', '2633', '2402', '27002', '28150', '28140', '28125', '27034', 'B28-20', '27022', '27034', '42611']"
STNR010653,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '1015', '1035', '26010', '28020', '28160', '10020', '28221', '2633', '2633', '28020', '27002', '26411', '28140', '26222', '2633', '2402', '42610', '28160', '28020', '42101', '26610', '28160', '42429']"
STNR010654,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '1037', '26411', '26222', '26010', '28121', '28020', '10020', '28221', '2633', '42611', '26261', '2402', '28150', '28140', '2402', '28160', 'B28-20', '42429']"
STNR010655,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '1037', '26222', '26010', '28020', '28160', '10020', '28221', '2633', '42611', '26261', '26411', '28150', '28140', '28125', '2402', 'B28-20', '26231']"
STNR010656,"['26008', '28001', '26000', '26006', '26400', '1015', '26301', '26201', '26003', '1035', '26222', '26006', '26010', '2402', '2402', '28020', '28020', '27008', '10020', '2631', '28020', '28020', '10020', '1017', '2101', '2121', '2402', '2402', '2105', '42610', '2161', '2128']"
STNR010657,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '2402', '1035', '31400', '42611', '22050', '31405', '31300', '2450', '10024', '31015', '22051', '27020', '47202', '31730', '31351', '31778', '26027', 'B31-15']"
STNR010658,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '1037', '2402', '26028', '31400', '2633', '22050', '31405', '31300', '10024', '31015', '42611', 'S31-10-1', '22051', '2601', '31418', '31351', '30020', 'B31-15']"
STNR010659,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '1037', '26028', '31400', '31300', '42611', '22050', '31405', '10024', '31015', '31373', '22051', '2502', '2450', '2155', '2157', '2402', '2105', '2601', 'B31-15']"
STNR010660,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '30010', '1037', '26028', '31400', '31300', '42611', '22050', '31405', '10024', '31015', '25102', '22051', '27020', '47202', '30131', '31418', '22208', '31351', '31778', 'B31-15']"
STNR010661,"['1901', '1920', '30032', '2318', '62733', '62734', '62732', '30082', '62734', '62732', '62583', '62738', '62732', '31035', '62739', '31405', '62737', '62711', '31301', '31036', '31035', '62743', '62734', '62735', '62711']"
STNR010662,"['10033', '30100', '30120-1', '26027', '10034', '1005', '2633', '1037', '34311', '31001', '30131', '31400', '30010', '31373', '30020', '30160', '30110', '30141', '42611', '31405', '30150', '31003', 'B30-15', '30230', '30790', '30300', '30201', '42490', '30320', '30794']"
STNR010663,"['10405', '30330', '10467', '30300', '31405', '31003', '42610', 'B30-15', '30730', '30230', '30720', '30200', '30210', '30200', '42490', '30320', '30790', 'S30-05-2', 'S30-05-1', '1418', '42430', '30220', 'E30-35']"
STNR010664,"['62733', '62734', '62732', '62736', '30081', '30082', '10916', '62737', '31301', '31036', '62711', '62738', '31035', '62739', '31405', '62999', '31405', '2402', '31417', '31415', '31418', 'PRA62-30', 'DE62-20']"
STNR010665,"['62733', '62734', '62732', '30081', '30082', '62737', '31301', '31036', '62738', '31035', '62739', '31405', '62738', '62711', '31405', '62990', '2471', '2450', '31417', '31418', '2471', '2633', 'PRA62-30', 'DE62-20', 'S62-05-1', '2450']"
STNR010666,"['62733', '62734', '62732', '62736', '30081', '30082', '10916', '62737', '31301', '31036', '62711', '10916', '62738', '31035', '62739', '31405', '62999', '31405', '2402', '31417', '31415', '31418', '2402']"
STNR010667,"['31001', '2138', '31012', '31011', '31001', '31003', '2139', '2102', '1005', '30010', '1037', '2402', '26028', '31400', '31405', '31605', '31300', '10024', '31015', '22051', '31631', '31735', '31417', '42611', '41312', '31342', 'B31-15', '31351', '31352', '31353', '31730', '31756', '31770', '31782']"
STNR010668,"['30032', '2318', '1901', '1920', '62733', '62732', '62736', '30081', '31035', '62743', '62739', '62734', '31405', '62737', '30082', 'S31-10-1', '31415', '31418', '30340', '62767', '62711', '31301', '62768']"
STNR010669,"['30032', '2318', '1901', '1920', '62733', '62734', '30081', '62732', '62736', '30082', '2323', '31035', '62743', '62739', '62711', '31405', '31301', '31036', '62737', 'S31-10-1', '31415', '31418', 'PRA31-30']"
STNR010670,"['10033', '30100', '30120-1', '26027', '1005', '10034', '2633', '26027', '30131', '31001', '1035', '31400', '42611', '30150', '30160', '30020', '30141', '30110', '2402', '30300', '2450', '30021', '30010', '31405', '2502', '10104', 'B30-15', '10104']"
STNR010671,"['10033', '30100', '30120-1', '26027', '1005', '10034', '2633', '30131', '31001', '1035', '31400', '30010', '30150', '30160', '30020', '30141', '30110', '2402', '30300', '42611', '30021', '31405', '2450', '34020']"
STNR010672,"['10033', '30100', '30120-1', '26027', '1005', '1005', '10034', '2403', '1037', '30131', '31001', '31400', '41102', '2633', '30150', '30160', '30020', '30141', '30110', '41320', '2502', '2601', '1418', '42611', '31405', '30752', '2526', 'B30-15', '2403']"
STNR010673,"['2318', '1901', '30032', '1920', '62733', '62734', '62732', '62735', '30081', '30082', '31035', '2323', '62743', '62739', '31405', '62767', '62737', '62711', '31301', '62768']"
STNR010674,"['62738', '31035', '62739', '31405', '62999', '2326', '62583', '62443', '31340', '31354', 'PRA62-30']"
STNR010675,"['1005', '10034', '2633', '2318', '1901', '30032', '1920', '62733', '62732', '62735', '30081', '30082', '31035', '2323', '62743', '62739', '31405', '62767', '62737', '62711', '31301', '62768']"
STNR010676,"['1901', '1920', '30032', '2318', '62733', '62734', '62732', '62736', '30081', '30082', '62738', '10935', '31035', '62739', '31405', '62737', '62711', '31301', '31036', '2323', '31417', '31418', '62999', '31420', 'PRA62-30', 'DE62-20']"
STNR010677,"['1901', '1920', '30032', '2318', '62733', '62734', '62732', '62736', '30081', '30082', '62738', '10935', '31035', '62739', '31405', '62737', '62711', '31301', '31036', '31631', '31417', '31418', '30340', '62999', '31417', '31631', 'PRA30-30', 'DE30-20']"
STNR010678,"['1901', '1920', '30032', '2318', '62733', '62734', '62732', '62736', '30081', '30082', '62736', '62738', '10935', '31035', '62739', '31405', '62737', '62711', '31301', '31036', '31631', '31417', '31418', '30340', '62999', '31417', '31035', '31035']"
STNR010679,"['62734', '62732', '62732', '62736', '30081', '30081', '30082', '62737', '31301', '31036', '62711', '2632', '31035', '30081', '30081', '31035', '31417', '62743', '31418', '62739', '31405', '62999', '31417', '2633', '62735', '2633', '31415', '62739']"
STNR010680,"['30010', '2139', '2402', '1035', '31400', '31070', '31605', '31351', '31300', '31015', '10024', '26027', '31405', '34315', '28864-1', '42610', 'B31-15', '31352', '31353', '31310', '31756', '42490', '31445', '31415', '31730', '31770', '31420']"
STNR010681,"['26027', '2633', '30131', '31001', '1035', '31400', '12500', '30150', '30141', '31001', '26027', '30160', '30110', '30020', '30160', '30141', '2402', '1017', '42610', '31300', '42430', '31003', '31405', '2402', '31300', '2402', 'B30-15', '2502', '2601', '30540', '30754', '30752', '30750', '30750', '30350', '30201', '30340', '42490']"
STNR010682,"['12202', '26050', '12000', '2402', '26400', '1005', '11462', '12003', '1035', '12134', '12102', '41102', '2633', '12320', '10022', '12203', '1019', '42587', '41612', '42430', '62014']"
STNR010683,"['41000', '41713', '41501', '1005', '10022', '2403', '1037', '41312', '41603', '42406', '41560', '41502', '2633', '41659', '41511', '26027', '41801', '31373', '27002', '41612', '22208', '22451', '22050', '26400', 'B22-15', '42611']"
STNR010684,"['2403', '41501', '41603', '41312', '1035', '41814', '41617', '2633', '41659', '26027', '41501', '41801', '31373', '41312', '41612', '42610', '31300', '41031-2', '41501', '41511', '62004', '62018', '62429', '62000', '62012', '62665', '62033', '62019', '62014', '62024', '62030', '62999', '42430', '62043', '62051', '62040']"
STNR010685,"['62004', '62018', '10935', '1901', '62009', '62012', '62033', '62014', '62019', '62008', '1920', '62024', '62030', '62429', '62000', '62039', '62043', '62074', '62040', '62051', '62118', '41612', '62999', '62238', 'PRA62-30']"
STNR010686,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2631', '42430', '41031', '34021', '41028', '42042-3', '41029', '42022']"
STNR010687,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '41031', '2402', '41028', '42042-3', '41029', '42022', '42429']"
STNR010688,"['2101', '1005', '41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '42430', '41031', '2402', '41028', '42042-3', '41029', '42022', '1037']"
STNR010689,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '41031', '2402', '41028', '42042-3', '41029', '42022']"
STNR010690,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '41031', '41028', '42042-3', '41029', '42022']"
STNR010691,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '41031', '41028', '42042-3', '41029', '42022']"
STNR010692,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '41031', '41028', '41083', '42042-3', '41029', '42022']"
STNR010693,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '2402', '41028', '42042-3', '41029', '42022']"
STNR010694,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '41031', '2402', '41028', '42042-3', '41029', '42022']"
STNR010695,"['2101', '1017', '27008', '26027', '1005', '2631', '42429', '41012-2', '41618', '41010', '42011', '2402', '41020', '41051', '41015', '41612', '41084', '41031', '41028', '42042-3', '41029', '42022']"
STNR010696,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '62122', '41031', '2402', '41028', '42042-3', '41029', '42022']"
STNR010697,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2633', '41028', '41083', '42042-3', '41029', '42022']"
STNR010698,"['41012-2', '41010', '42011', '41618', '1005', '41020', '41051', '41015', '41612', '2631', '41031', '34021', '41028', '42042-3', '41029', '42022']"
STNR010701,"['2411', '41129', '41526', '41628', '41808', '41635', '41512', '41522', '42490', '31390']"
STNR010702,"['10333', '42171', '41628', '12142', '41822']"
STNR010703,"['41417', '41730', '41628', '42879', '41808', '41635', '42879', '2411', '41512', '42490', '41343']"
STNR010704,"['42415', 'PRA62-30', '2105', '41784', '42415', '2105', '2411', 'DE62-20', '42401', '41628', '42085', '42575', '42351', '42452', '42371', '42543', '42490', '42417', '42576', '42386-1']"
STNR010705,"['41628', '42575', '42071', '2809', '42090', '42083', '10603', '42085', '42087', '42081', '2266', 'E01-35']"
STNR010706,"['41078', '41656', '42090', '41628', '42085', '42081', '42071', '42554', '42634-1', '42083', '41072', '42436-1', '42351', '2809', 'E01-30']"
STNR010707,"['42101', '42101', '42490', '42180', '42417', '42085', '42085', '42575', '42575', '41628', '42401', '42351', '42085', '42085', '42112', '42370', '42433', '42380', '42429']"
STNR010708,"['10337', '10400', '10333', '42634', '10325', '10346', '10401', '10315', '10603']"
STNR010709,"['10033', '30100', '30120-1', '26000', '2631', '1005', '2403', '31001', '30131', '1035', 'S30-10-1', '30150', '30160', '10102', '30141', '30131', '10405', '2601', '10346', '30020', '30150']"
STNR010710,"['2409', '2417', '2502', '2635', '42610', '10346', '2450', '42610', 'B30-15', '30750', '30560', '30230', '2610', '30200', '30210', '30760-1', '30740', '42490', '30510', '12326', '2427', '2456', '30220', 'E30-30']"
STNR010711,"['1715', '1617', '2450', '1257', '42490', '10346', '2687', '1618', '2686', '2612', '2631', '2443', '2612', 'S01-05-1', '41111', '2623', '2425', 'S01-05-2', 'E01-30']"
STNR010712,"['10033', '10031', '26000', '10034', '1005', '2633', '1035', '33255', '42610', '33472', '10036', '10102', '34019', '33253', '34126', '10405', '10350', '1418', '10303', '34031', '34020', '10402', '34034', 'B22-15', '10346', '10850', '10852']"
